	Term	P-value	trait_efos	trait_category	program_name	trait_reported	Genes	study_id	pmid	-log10(p-value)
19380	HP_0001822	0.0823361453038281	HP_0001822	phenotype	16	Hallux valgus (acquired)	UQCC1	FINNGEN_R6_M13_HALLUXVALGUS		1.0844094690419994
19381	HP_0003124	0.0825833624546737	HP_0003124	phenotype	33	High cholesterol	BRCA2;LDLR;ZFP91;HMGA2	GCST90038690	PMID:33959723	1.083107438417221
19382	HP_0002619	0.0826306952048748	HP_0002619	phenotype	35	Varicose veins	ITGA6;NFATC2;ERRFI1;SGK1	GCST90018939	PMID:34594039	1.0828585933361272
19383	EFO_0004847, HP_0000545	0.0833954090350194	EFO_0004847, HP_0000545	phenotype	28	Myopia (age of diagnosis)	NTM;ZBTB38;ADAMTSL1;TJP2;KCNMA1	GCST006290	PMID:29808027	1.0788578568639093
19384	HP_0002315	0.0835916736581172	HP_0002315	phenotype	10	Headache	CAMK1D;PTBP2	GCST005337	PMID:29397368	1.0778369793124474
19385	EFO_0004723	0.0867022379962043	EFO_0004723	phenotype	30	Metabolite levels	PPM1K;TMEM258	GCST001639	PMID:22916037	1.0619696921794097
19386	EFO_0008561	0.0885550481843594	EFO_0008561	phenotype	23	Diaphragmatic hernia	CALD1	SAIGE_550_2		1.0527866763020306
19387	EFO_0003922	0.0913695701403399	EFO_0003922	phenotype	10	Had menopause	SLCO4A1;FANCA	NEALE2_2724		1.0391984182765581
19388	EFO_0009902	0.0920068083461762	EFO_0009902	phenotype	54	Left-handedness	TUBA1A;TUBB3	GCST90013421	PMID:32989287	1.0361800344177878
19389	HP_0025267	0.093854046822097	HP_0025267	phenotype	34	Snoring	PEX2;ANKRD10	NEALE2_1210		1.0275469966215907
19390	EFO_0003924	0.0961650067606653	EFO_0003924	phenotype	48	Blond vs. brown/black hair color	ZFP36L1;MBNL1;ERMP1;SLC38A2;KIAA0930;PLXNB2	GCST006988	PMID:30531825	1.0169829335284855
19391	HP_0000720	0.0975094783876222	HP_0000720	phenotype	21	Mood swings	TCF4;TLR4	NEALE2_1920		1.0109531667489735
19392	EFO_0003959, HP_0000175	0.0979400945950978	EFO_0003959, HP_0000175	phenotype	56	Nonsyndromic cleft lip with cleft palate	FRMD6;SHTN1	GCST004166	PMID:28232668	1.0090394808557919
19393	EFO_0008561	0.097977459203199	EFO_0008561	phenotype	16	Diaphragmatic hernia	UQCC1	SAIGE_550_2		1.0088738270590905
19394	HP_0000539	0.0985801390131999	HP_0000539	phenotype	23	Refractive error	CCND1;CAV1;NPC2;CD47;CLU;APOE;TMEM98;MMP2	GCST010002	PMID:32231278	1.0062105737586626
19395	EFO_0003924	0.0991792727390506	EFO_0003924	phenotype	42	Blond vs. brown/black hair color	SYNE2;CCDC34;RALY;ATP1B3	GCST006988	PMID:30531825	1.0035790806242115
19396	HP_0000964	0.0992187641968002	HP_0000964	phenotype	8	Eczema	ACVRL1;NFKBIA;NFATC2;ETS1;LRRC32;NOS3;IL33;CALCRL	GCST007075	PMID:30595370	1.0034061865505164
19397	HP_0000539	0.1005961535917738	HP_0000539	phenotype	39	Refractive error	REV3L;FLT1;PDK4;CCND1;CAV1;DDX5;ZMAT3;RASSF2;TLL1;COL5A1;UTRN;GLIS3;TCF4;CLU;THSD7A;TRAM1;MMP2	GCST010002	PMID:32231278	0.9974186247055746
19398	EFO_0009902	0.1013527557262992	EFO_0009902	phenotype	30	Left-handedness	TUBA1A;SND1	GCST90013421	PMID:32989287	0.9941644385797035
19399	HP_0000737	0.1016779488453443	HP_0000737	phenotype	50	Irritability	ALCAM;MEF2C	NEALE2_1940		0.992773223411302
19400	EFO_0006928	0.1018713656753494	EFO_0006928	phenotype	2	Motion sickness	RGS5;CELF2	GCST002759	PMID:25628336	0.9919478717027201
19401	HP_0000175	0.1025386646756301	HP_0000175	phenotype	23	Nonsyndromic cleft palate	LRPAP1	GCST009356	PMID:31609978	0.9891123425205606
19402	HP_0000737	0.1029182376634283	HP_0000737	phenotype	37	Irritability	ALCAM;TMEM106B	NEALE2_1940		0.9875076591076423
19403	EFO_0008561	0.1051701065987621	EFO_0008561	phenotype	22	Diaphragmatic hernia	CALD1	SAIGE_550_2		0.9781076858866274
19404	HP_0000737	0.1054122462181088	HP_0000737	phenotype	48	Irritability	TSN;TMEM106B	NEALE2_1940		0.9771089322354097
19405	HP_0002619	0.1055711854451141	HP_0002619	phenotype	32	Varicose veins	MTX3;SLC12A2;KCNJ2	GCST90018939	PMID:34594039	0.9764546017814995
19406	HP_0000131	0.1058152477774469	HP_0000131	phenotype	32	Leiomyoma of uterus (controls excluding all cancers)	TNRC6B;MYH11	FINNGEN_R6_CD2_BENIGN_LEIOMYOMA_UTERI_EXALLC		0.9754517467765148
19407	EFO_0003784	0.1081816566234983	EFO_0003784	phenotype	48	Skin colour	CYBRD1;VMP1;SLC38A2;KIAA0930;SCD	NEALE2_1717		0.9658463723399224
19408	HP_0011141	0.1091861137073183	HP_0011141	phenotype	8	Senile cataract	CREB5;QKI	FINNGEN_R6_H7_CATARACTSENILE		0.9618325917023837
19409	HP_0000131	0.1098022954517337	HP_0000131	phenotype	13	Leiomyoma of uterus (controls excluding all cancers)	CD109;WNT4	FINNGEN_R6_CD2_BENIGN_LEIOMYOMA_UTERI_EXALLC		0.9593885807274471
19410	HP_0001822	0.1113279124727899	HP_0001822	phenotype	45	Hallux valgus (acquired)	DYSF	FINNGEN_R6_M13_HALLUXVALGUS		0.9533959343793945
19411	EFO_0004285	0.1129778511116944	EFO_0004285	phenotype	21	Urinary albumin excretion	TCF4;SHROOM3	GCST006586	PMID:30220432	0.9470066899927586
19412	EFO_0006928	0.1138309768861698	EFO_0006928	phenotype	38	Motion sickness	ZNF385D;SDK1	GCST002759	PMID:25628336	0.943739537061637
19413	HP_0002619	0.1163802548986675	HP_0002619	phenotype	38	Varicose veins	DOCK8;TCEA2;RPL22L1	GCST90018939	PMID:34594039	0.9341206959399657
19414	HP_0025267	0.1168392700751667	HP_0025267	phenotype	12	Snoring	POC5;LMO4	NEALE2_1210		0.9324111648388294
19415	HP_0100537	0.1171017187036984	HP_0100537	phenotype	56	Fasciitis	NEDD4;PJA2	SAIGE_728_7		0.9314367307341733
19416	EFO_0003913	0.1172878108817926	EFO_0003913	phenotype	15	Angina pectoris	CDKN2B;EHBP1L1;PLPP3	GCST90018793	PMID:34594039	0.9307471195284518
19417	EFO_0003913	0.1172878108817926	EFO_0003913	phenotype	50	Angina pectoris	COL4A2;TGFB1;CDH13	GCST90018793	PMID:34594039	0.9307471195284518
19418	EFO_0009902	0.1178272721107107	EFO_0009902	phenotype	6	Left-handedness	NDRG1;ST3GAL3	GCST90013421	PMID:32989287	0.928754176812292
19419	HP_0001822	0.1178674835250226	HP_0001822	phenotype	41	Hallux valgus (acquired)	DYSF	FINNGEN_R6_M13_HALLUXVALGUS		0.9286059885722311
19420	EFO_0004723	0.1178829819419849	EFO_0004723	phenotype	1	Metabolite levels	ZPR1;SLC1A4	GCST001639	PMID:22916037	0.928548886865464
19421	EFO_0003766, HP_0002315, HP_0009763	0.1200671782040562	EFO_0003766, HP_0002315, HP_0009763	phenotype	57	Pain (limb, back, neck, head abdominally)	GAL	FINNGEN_R6_PAIN		0.9205756959524807
19422	EFO_0008561	0.1215319928822726	EFO_0008561	phenotype	43	Diaphragmatic hernia	FOXP1	SAIGE_550_2		0.9153093804751101
19423	EFO_0003924	0.1223447100309477	EFO_0003924	phenotype	25	Blond vs. brown/black hair color	ZFP36L1;EPHA4;TACC1;TMEM163;CDC42BPA;SLC38A2	GCST006988	PMID:30531825	0.9124148040321429
19424	HP_0001822	0.1225993087216103	HP_0001822	phenotype	6	Hallux valgus (acquired)	SMAD7	FINNGEN_R6_M13_HALLUXVALGUS		0.9115119785878851
19425	HP_0000539	0.1235264913389576	HP_0000539	phenotype	8	Refractive error	JCAD;ZNF366;FLT1;NTM;ITPKB;NRIP1;ADAMTS9;PEAK1;COL5A1;UTRN;GLIS3;TCF4;AKAP13;ZMAT3;MMP2;ADD3	GCST010002	PMID:32231278	0.9082398941568602
19426	EFO_0003784	0.12595794832767	EFO_0003784	phenotype	1	Skin colour	EZR;UBC;ERRFI1;SLC38A2	NEALE2_1717		0.8997744220052328
19427	EFO_0003784	0.1266111290688269	EFO_0003784	phenotype	60	Skin colour	UBC;RAB32;ATP1B3	NEALE2_1717		0.897528118325364
19428	EFO_0003924	0.1272033516917615	EFO_0003924	phenotype	31	Blond vs. brown/black hair color	CREB5;SGK1;ATP1B3;AKAP12;CDC42BPA	GCST006988	PMID:30531825	0.8955014452751855
19429	EFO_0003922	0.1284087557299272	EFO_0003922	phenotype	40	Had menopause	GSPT1;MCM8	NEALE2_2724		0.8914053622831479
19430	EFO_0004847, HP_0000545	0.1294224960324538	EFO_0004847, HP_0000545	phenotype	35	Myopia (age of diagnosis)	FLT1;NTM;NRIP1;ZBTB38;ANTXR2	GCST006290	PMID:29808027	0.887990228662566
19431	HP_0000737	0.1299295207451194	HP_0000737	phenotype	47	Irritability	MMP16;MEF2C	NEALE2_1940		0.8862921634756391
19432	EFO_0003924	0.1305770049770939	EFO_0003924	phenotype	11	Blond vs. brown/black hair color	KCNH1;CDC42BPA;ZMIZ1;ZBTB38	GCST006988	PMID:30531825	0.884133296957152
19433	HP_0000737	0.1312578676452419	HP_0000737	phenotype	29	Irritability	ALCAM;SIM1	NEALE2_1940		0.8818746553695658
19434	HP_0003124	0.1342883272006027	HP_0003124	phenotype	31	High cholesterol	PPP1R3B;LDLR;GAS6;VEGFA	GCST90038690	PMID:33959723	0.8719617360482348
19435	HP_0001822	0.1343400831032873	HP_0001822	phenotype	19	Hallux valgus (acquired)	DYSF	FINNGEN_R6_M13_HALLUXVALGUS		0.8717943873810217
19436	HP_0000720	0.1351405190145288	HP_0000720	phenotype	32	Mood swings	TMEM120B;AGO2	NEALE2_1920		0.8692144174762129
19437	HP_0001822	0.1355072124310718	HP_0001822	phenotype	2	Hallux valgus (acquired)	TGFB2	FINNGEN_R6_M13_HALLUXVALGUS		0.8680375886592833
19438	EFO_0008561	0.1362526253040237	EFO_0008561	phenotype	21	Diaphragmatic hernia	EFEMP1	SAIGE_550_2		0.8656551210214738
19439	HP_0000364	0.1377256595635729	HP_0000364	phenotype	22	Hearing difficulty/problems with background noise	NUCKS1	NEALE2_2257		0.8609851391279262
19440	HP_0000540, HP_0000545	0.1381395624014819	HP_0000540, HP_0000545	phenotype	50	Low myopia vs hyperopia	ZBTB38;CD55	GCST012400	PMID:33830181	0.8596819240857914
19441	HP_0000540, HP_0000545	0.1397563984155404	HP_0000540, HP_0000545	phenotype	37	Low myopia vs hyperopia	TOX;CD55	GCST012400	PMID:33830181	0.8546282998426065
19442	HP_0000175	0.1403085841699974	HP_0000175	phenotype	43	Nonsyndromic cleft palate	LRPAP1	GCST009356	PMID:31609978	0.8529157577412996
19443	HP_0000364	0.1414034656558587	HP_0000364	phenotype	7	Hearing difficulty/problems with background noise	AGO2	NEALE2_2257		0.849539946290385
19444	EFO_0003959, HP_0000175	0.1421901253067051	EFO_0003959, HP_0000175	phenotype	28	Nonsyndromic cleft lip with cleft palate	KRT8;FRMD6	GCST004166	PMID:28232668	0.8471305630557451
19445	HP_0000545	0.1425565132856106	HP_0000545	phenotype	25	Myopia	ADAMTSL1;NTM;TJP2	GCST003997	PMID:27182965	0.8460129353564245
19446	EFO_0004207	0.1433006858161779	EFO_0004207	phenotype	41	Myopia (pathological)	TPT1;PTPRN2	GCST001712	PMID:23049088	0.8437517311276455
19447	EFO_0008561	0.1445717136035	EFO_0008561	phenotype	12	Diaphragmatic hernia	FOXP1	SAIGE_550_2		0.8399166712712114
19448	HP_0025267	0.1452820153945628	HP_0025267	phenotype	32	Snoring	CPNE8;ANKRD10	NEALE2_1210		0.8377881441212663
19449	EFO_0003784	0.1466875080985918	EFO_0003784	phenotype	13	Skin colour	TENT5A;UBC;ZBTB38;KITLG	NEALE2_1717		0.8336068690800088
19450	EFO_0004207	0.1506536762435931	EFO_0004207	phenotype	46	Myopia (pathological)	FABP5;PTPRN2	GCST001712	PMID:23049088	0.8220202662287474
19451	HP_0003124	0.1508526983004153	HP_0003124	phenotype	18	High cholesterol	TRIB1;MAFB;ZFP91;VEGFA	GCST90038690	PMID:33959723	0.8214469171992989
19452	HP_0002315	0.1508532281939959	HP_0002315	phenotype	50	Headache	GJA1;PLEKHA1	GCST005337	PMID:29397368	0.8214453916750195
19453	HP_0000964	0.1525828981906123	HP_0000964	phenotype	47	Eczema	FOXO1;RORA;ACVRL1;INPP5D;NFATC2;NOS3;CALCRL;TBL1XR1	GCST007075	PMID:30595370	0.8164941402845546
19454	EFO_0004279	0.1525944202711228	EFO_0004279	phenotype	37	Low tan response	BNC2;CPNE7	GCST005897	PMID:29739929	0.8164613463927061
19455	HP_0000131	0.1525944202711228	HP_0000131	phenotype	37	Leiomyoma of uterus (controls excluding all cancers)	SULT1B1;SYNE1	FINNGEN_R6_CD2_BENIGN_LEIOMYOMA_UTERI_EXALLC		0.8164613463927061
19456	EFO_0003959, HP_0000175	0.1528482218218995	EFO_0003959, HP_0000175	phenotype	27	Nonsyndromic cleft lip with cleft palate	KRT8;FRMD6	GCST004166	PMID:28232668	0.8157396093253894
19457	HP_0000964	0.1528586585992825	HP_0000964	phenotype	26	Eczema	BATF3;TRAF3;NFKB1;MYC;WDR36	GCST007075	PMID:30595370	0.8157099558558842
19458	EFO_0004207	0.1531224775035021	EFO_0004207	phenotype	6	Myopia (pathological)	DIPK2A;PML	GCST001712	PMID:23049088	0.8149610526772414
19459	HP_0000155	0.1531224775035021	HP_0000155	phenotype	6	Mouth ulcers	CEBPB;PRDM1	GCST007839	PMID:30837455	0.8149610526772414
19460	HP_0000364	0.1541679262997681	HP_0000364	phenotype	42	Hearing difficulty/problems with background noise	NUCKS1	NEALE2_2257		0.8120059692156143
19461	HP_0000131	0.1552144396228272	HP_0000131	phenotype	28	Leiomyoma of uterus (controls excluding all cancers)	SULT1B1;SYNE1	FINNGEN_R6_CD2_BENIGN_LEIOMYOMA_UTERI_EXALLC		0.8090678787169587
19462	HP_0025267	0.1557858904799546	HP_0025267	phenotype	38	Snoring	PITX1;BDNF	NEALE2_1210		0.807471878911091
19463	EFO_0004279	0.1560899344210534	EFO_0004279	phenotype	48	Low tan response	ATP11A;KIAA0930	GCST005897	PMID:29739929	0.8066251018468586
19464	HP_0002315	0.1560899344210534	HP_0002315	phenotype	48	Headache	GJA1;NUFIP2	GCST005337	PMID:29397368	0.8066251018468586
19465	EFO_0008561	0.1582884563123087	EFO_0008561	phenotype	1	Diaphragmatic hernia	FOXP1	SAIGE_550_2		0.8005507562852643
19466	EFO_0009902	0.1610960980296892	EFO_0009902	phenotype	31	Left-handedness	TUBA1A;TUBB3	GCST90013421	PMID:32989287	0.7929149786664256
19467	HP_0000131	0.161364839131314	HP_0000131	phenotype	8	Leiomyoma of uterus (controls excluding all cancers)	CD109;TNRC6B	FINNGEN_R6_CD2_BENIGN_LEIOMYOMA_UTERI_EXALLC		0.7921910906473345
19468	EFO_0008561	0.1637235836830003	EFO_0008561	phenotype	32	Diaphragmatic hernia	FOXP1	SAIGE_550_2		0.7858887578166632
19469	HP_0100537	0.1637866837778209	HP_0100537	phenotype	50	Fasciitis	MMP14;ERG	SAIGE_728_7		0.7857214102489689
19470	HP_0100790	0.1637866837778209	HP_0100790	phenotype	50	Hernia	RAB3C;SRPX	FINNGEN_R6_K11_HERNIA		0.7857214102489689
19471	HP_0000364	0.1649764177476841	HP_0000364	phenotype	54	Hearing difficulty/problems with background noise	NUCKS1	NEALE2_2257		0.7825781307800523
19472	HP_0000964	0.1661353081343115	HP_0000964	phenotype	14	Eczema	TSLP;IRF1;SERTAD2;D2HGDH;REL;IL18R1	GCST007075	PMID:30595370	0.7795380587085752
19473	HP_0002315	0.1666758300980773	HP_0002315	phenotype	27	Headache	CAMK1D;MACF1	GCST005337	PMID:29397368	0.7781273732738447
19474	EFO_0008561	0.1671056624791508	EFO_0008561	phenotype	13	Diaphragmatic hernia	CALD1	SAIGE_550_2		0.7770088335190376
19475	HP_0002619	0.1684318559349711	HP_0002619	phenotype	15	Varicose veins	SORBS2;KLF2;ITGA6	GCST90018939	PMID:34594039	0.7735757658744873
19476	HP_0100790	0.1684548849046577	HP_0100790	phenotype	28	Hernia	SMAD3;SRPX	FINNGEN_R6_K11_HERNIA		0.7735163907002108
19477	HP_0000964	0.1684831415988924	HP_0000964	phenotype	13	Eczema	TNFSF4;ZBTB38;TLE4;IQGAP1;TNFRSF14;ZBTB7B	GCST007075	PMID:30595370	0.7734435480677596
19478	HP_0000364	0.1685522915337486	HP_0000364	phenotype	26	Hearing difficulty/problems with background noise	AGO2	NEALE2_2257		0.7732653387010217
19479	HP_0000964	0.1686126590422531	HP_0000964	phenotype	20	Eczema	SMAD4;TASOR;IKZF2;NDFIP1;ICAM5	GCST007075	PMID:30595370	0.7731098226779884
19480	EFO_0003913	0.1698575441995433	EFO_0003913	phenotype	34	Angina pectoris	COL4A2;TTC32	GCST90018793	PMID:34594039	0.7699151592356934
19481	EFO_0003924	0.1698985421018674	EFO_0003924	phenotype	3	Blond vs. brown/black hair color	AKAP12;AKAP1;SYNE2;KITLG	GCST006988	PMID:30531825	0.7698103477927009
19482	EFO_0010100	0.1711074567989107	EFO_0010100	phenotype	21	Multisite chronic pain	FAM120A;CRTAC1	GCST008512	PMID:31194737	0.7667310636555484
19483	EFO_0010100	0.1711074567989107	EFO_0010100	phenotype	21	Multisite chronic pain	FAM120A;CRTAC1	GCST012332	PMID:33830993	0.7667310636555484
19484	HP_0000155	0.1718941670918422	HP_0000155	phenotype	24	Mouth ulcers	NFKB1;PRDM1	GCST007839	PMID:30837455	0.7647388600366568
19485	HP_0000131	0.1720208431926236	HP_0000131	phenotype	39	Leiomyoma of uterus (controls excluding all cancers)	CD109;TNRC6B	FINNGEN_R6_CD2_BENIGN_LEIOMYOMA_UTERI_EXALLC		0.7644189278882992
19486	HP_0001822	0.1727592354362509	HP_0001822	phenotype	48	Hallux valgus (acquired)	DYSF	FINNGEN_R6_M13_HALLUXVALGUS		0.7625587266351437
19487	HP_0002315	0.1738097247568014	HP_0002315	phenotype	25	Headache	CAMK1D;MACF1	GCST005337	PMID:29397368	0.7599259281746745
19488	EFO_0008561	0.1738356331863667	EFO_0008561	phenotype	31	Diaphragmatic hernia	CALD1	SAIGE_550_2		0.7598611961841059
19489	HP_0002619	0.176016558538923	HP_0002619	phenotype	48	Varicose veins	PIEZO1;ITGA6;PPP3R1	GCST90018939	PMID:34594039	0.7544464745505287
19490	HP_0001822	0.1761320528845013	HP_0001822	phenotype	8	Hallux valgus (acquired)	DYSF	FINNGEN_R6_M13_HALLUXVALGUS		0.7541616030096678
19491	EFO_0003959, HP_0000175	0.1763501660957135	EFO_0003959, HP_0000175	phenotype	29	Nonsyndromic cleft lip with cleft palate	KRT8;FRMD6	GCST004166	PMID:28232668	0.7536241269552788
19492	HP_0000155	0.1769688010217511	HP_0000155	phenotype	1	Mouth ulcers	RIPK2;CEBPB	GCST007839	PMID:30837455	0.7521032914822208
19493	EFO_0003959, HP_0000175	0.1772016518459501	EFO_0003959, HP_0000175	phenotype	35	Nonsyndromic cleft lip with cleft palate	KRT8;FRMD6	GCST004166	PMID:28232668	0.7515322340051904
19494	HP_0004299	0.1774334180500848	HP_0004299	phenotype	21	Abdominal hernia	EFEMP1	SAIGE_550		0.7509645811901037
19495	HP_0000175	0.1774841278772551	HP_0000175	phenotype	44	Nonsyndromic cleft palate	LRPAP1	GCST009356	PMID:31609978	0.7508404791358609
19496	EFO_0004207	0.1782415427636318	EFO_0004207	phenotype	19	Myopia (pathological)	NAV3;PTPRN2	GCST001712	PMID:23049088	0.7489910674689295
19497	EFO_0010100	0.1783856455164304	EFO_0010100	phenotype	5	Multisite chronic pain	ANAPC4;BBX	GCST008512	PMID:31194737	0.748640095721232
19498	EFO_0010100	0.1783856455164304	EFO_0010100	phenotype	5	Multisite chronic pain	ANAPC4;BBX	GCST012332	PMID:33830993	0.748640095721232
19499	EFO_0003913	0.179148891069248	EFO_0003913	phenotype	45	Angina pectoris	COL4A2;TGFB1	GCST90018793	PMID:34594039	0.746785875770251
19500	HP_0000540	0.1818427705860771	HP_0000540	phenotype	5	Hyperopia	RASGRF1	GCST012401	PMID:33830181	0.7403039602511982
19501	EFO_0003913	0.1822647619384108	EFO_0003913	phenotype	20	Angina pectoris	CFDP1;APOE	GCST90018793	PMID:34594039	0.7392972873240242
19502	EFO_0003784	0.182754279672259	EFO_0003784	phenotype	18	Skin colour	FOSL2;ZFP36L2;GORAB;VMP1	NEALE2_1717		0.738132444103159
19503	HP_0001822	0.182844683935337	HP_0001822	phenotype	39	Hallux valgus (acquired)	DYSF	FINNGEN_R6_M13_HALLUXVALGUS		0.737917661911174
19504	EFO_0003766, HP_0002315, HP_0009763	0.1853553477846093	EFO_0003766, HP_0002315, HP_0009763	phenotype	4	Pain (limb, back, neck, head abdominally)	L3MBTL3	FINNGEN_R6_PAIN		0.7319948793951843
19505	HP_0000364	0.1853553477846093	HP_0000364	phenotype	4	Hearing difficulty/problems with background noise	NUCKS1	NEALE2_2257		0.7319948793951843
19506	EFO_0003766, HP_0002315, HP_0009763	0.1871066827829621	EFO_0003766, HP_0002315, HP_0009763	phenotype	46	Pain (limb, back, neck, head abdominally)	GAL	FINNGEN_R6_PAIN		0.7279107007739946
19507	HP_0004299	0.1871066827829621	HP_0004299	phenotype	46	Abdominal hernia	AIG1	SAIGE_550		0.7279107007739946
19508	HP_0000364	0.1879811142119974	HP_0000364	phenotype	12	Hearing difficulty/problems with background noise	NUCKS1	NEALE2_2257		0.7258857805528869
19509	HP_0100537	0.188323725670026	HP_0100537	phenotype	25	Fasciitis	MMP14;PJA2	SAIGE_728_7		0.7250949626254892
19510	HP_0000131	0.1900577194092759	HP_0000131	phenotype	47	Leiomyoma of uterus (controls excluding all cancers)	CD109;ITPR1	FINNGEN_R6_CD2_BENIGN_LEIOMYOMA_UTERI_EXALLC		0.7211144863409699
19511	HP_0000364	0.1914706149657424	HP_0000364	phenotype	33	Hearing difficulty/problems with background noise	NUCKS1	NEALE2_2257		0.7178978678439398
19512	HP_0000175	0.1921165205033148	HP_0000175	phenotype	13	Nonsyndromic cleft palate	LRPAP1	GCST009356	PMID:31609978	0.7164352876373561
19513	HP_0000720	0.1922883499117754	HP_0000720	phenotype	37	Mood swings	TLR4;TMEM106B	NEALE2_1920		0.7160470273699313
19514	HP_0000364	0.1923409372316567	HP_0000364	phenotype	53	Hearing difficulty/problems with background noise	NUCKS1	NEALE2_2257		0.7159282720710072
19515	EFO_0006928	0.1927894958068983	EFO_0006928	phenotype	35	Motion sickness	ZNF385D;NLGN1	GCST002759	PMID:25628336	0.7149166324527796
19516	HP_0002315	0.1927894958068983	HP_0002315	phenotype	35	Headache	GJA1;MACF1	GCST005337	PMID:29397368	0.7149166324527796
19517	HP_0000540	0.1932104396542305	HP_0000540	phenotype	17	Hyperopia	RASGRF1	GCST012401	PMID:33830181	0.7139694112448816
19518	HP_0001822	0.1939351185498843	HP_0001822	phenotype	47	Hallux valgus (acquired)	DYSF	FINNGEN_R6_M13_HALLUXVALGUS		0.7123435400114652
19519	HP_0001822	0.1950375047519218	HP_0001822	phenotype	29	Hallux valgus (acquired)	TGFB2	FINNGEN_R6_M13_HALLUXVALGUS		0.7098818679162358
19520	HP_0001822	0.1955882453753811	HP_0001822	phenotype	35	Hallux valgus (acquired)	DYSF	FINNGEN_R6_M13_HALLUXVALGUS		0.7086572493541795
19521	HP_0000720	0.1965073435144357	HP_0000720	phenotype	48	Mood swings	TCF4;TMEM106B	NEALE2_1920		0.7066212153231343
19522	EFO_0003924	0.1972726804205172	EFO_0003924	phenotype	50	Blond vs. brown/black hair color	ZFP36L1;TACC1;ZBTB38;ARHGAP24;MRAS	GCST006988	PMID:30531825	0.7049330544545093
19523	EFO_0008561	0.1996511961052152	EFO_0008561	phenotype	15	Diaphragmatic hernia	FOXP1	SAIGE_550_2		0.6997280836147041
19524	HP_0000364	0.2001370240275208	HP_0000364	phenotype	44	Hearing difficulty/problems with background noise	NUCKS1	NEALE2_2257		0.6986725623209431
19525	HP_0004299	0.2001370240275208	HP_0004299	phenotype	44	Abdominal hernia	AIG1	SAIGE_550		0.6986725623209431
19526	HP_0002619	0.2022432823891564	HP_0002619	phenotype	43	Varicose veins	PIEZO1;CPNE3	GCST90018939	PMID:34594039	0.6941258947825489
19527	EFO_0008561	0.2029117111867061	EFO_0008561	phenotype	28	Diaphragmatic hernia	CALD1	SAIGE_550_2		0.69269288664341
19528	HP_0000202	0.2039404295511072	HP_0000202	phenotype	34	Orofacial clefts	SPRY2	GCST004051	PMID:28054174	0.6904966702962216
19529	HP_0100537	0.2056383118720678	HP_0100537	phenotype	47	Fasciitis	KDR;ERG	SAIGE_728_7		0.6868959700046485
19530	EFO_0003959, HP_0000175	0.2058622207913428	EFO_0003959, HP_0000175	phenotype	58	Nonsyndromic cleft lip with cleft palate	KRT8	GCST004166	PMID:28232668	0.6864233464721458
19531	HP_0000364	0.2061550439296068	HP_0000364	phenotype	19	Hearing difficulty/problems with background noise	NUCKS1	NEALE2_2257		0.6858060349882722
19532	HP_0000364	0.2078671846127917	HP_0000364	phenotype	2	Hearing difficulty/problems with background noise	NUCKS1	NEALE2_2257		0.6822140660627183
19533	EFO_0004279	0.2080240031124327	EFO_0004279	phenotype	52	Low tan response	RALY	GCST005897	PMID:29739929	0.6818865505284044
19534	HP_0100537	0.2085452372070686	HP_0100537	phenotype	35	Fasciitis	MMP14;LPIN1	SAIGE_728_7		0.6807997241989133
19535	EFO_0009902	0.2091461784088327	EFO_0009902	phenotype	28	Left-handedness	TUBA1A;TUBB3	GCST90013421	PMID:32989287	0.679550066589539
19536	HP_0000964	0.2105715754773212	HP_0000964	phenotype	10	Eczema	RYBP;SERTAD2;IL1RL1;REL;FOSL2	GCST007075	PMID:30595370	0.6766002535042677
19537	EFO_0008561	0.2113372870178532	EFO_0008561	phenotype	27	Diaphragmatic hernia	CALD1	SAIGE_550_2		0.6750238720083933
19538	HP_0012594	0.2124412868818359	HP_0012594	phenotype	20	Microalbuminuria	SHROOM3	GCST008791	PMID:31511532	0.6727610764677967
19539	EFO_0003766, HP_0002315, HP_0009763	0.2138342594881462	EFO_0003766, HP_0002315, HP_0009763	phenotype	51	Pain (limb, back, neck, head abdominally)	MTR	FINNGEN_R6_PAIN		0.6699227129967733
19540	HP_0000364	0.2155318974172516	HP_0000364	phenotype	14	Hearing difficulty/problems with background noise	ARHGEF28	NEALE2_2257		0.6664884477901262
19541	EFO_0003784	0.2158786817064863	EFO_0003784	phenotype	20	Skin colour	TENT5A;SOS2;SPIRE2	NEALE2_1717		0.6657902426790243
19542	HP_0000964	0.2164118356827065	HP_0000964	phenotype	6	Eczema	SMAD7;IL4R;MSX1;TLE4;ZBTB38	GCST007075	PMID:30595370	0.664718991111092
19543	HP_0012594	0.2166610013537152	HP_0012594	phenotype	21	Microalbuminuria	SHROOM3	GCST008791	PMID:31511532	0.6642192539829019
19544	EFO_0004847, HP_0000545	0.2169254189400553	EFO_0004847, HP_0000545	phenotype	8	Myopia (age of diagnosis)	NRIP1;FLT1;NTM;ANTXR2	GCST006290	PMID:29808027	0.6636895551384423
19545	HP_0000545	0.2170388007168256	HP_0000545	phenotype	17	Myopia	RASGRF1;KCNMA1	GCST003997	PMID:27182965	0.6634626190045873
19546	EFO_0004285	0.2170946800559442	EFO_0004285	phenotype	50	Urinary albumin excretion	ZFP36L1;TCF4	GCST006586	PMID:30220432	0.6633508188793242
