Term	FDR q-val	trait_efos	trait_category	program_name	trait_reported	Lead_genes	study_id	pmid	-log10(p-value)
EFO_0004584	1.0	EFO_0004584	measurement	4	Mean platelet volume	GLS;SERPING1;DDHD1;RNF145;CD9;FBXO34;IQGAP2;ARHGAP32;TPM1;EPC1;STXBP5;NREP;TMEM131L;SDCCAG8;PLCB1;PPP1R3B;MCM9;KLF12;EFHC1;ITPRIP;CITED2;PRC1;GRTP1;FAR2	GCST90002349	PMID:32888493	0.0
EFO_0009716	1.0	EFO_0009716	measurement	4	Relative age of first facial hair	ANXA2;TRPS1;PREX2;AKT3;SOX2;FOXO3;KATNAL1	NEALE2_2375		0.0
EFO_0004995	1.0	EFO_0004995	measurement	4	Fat-free mass	VAMP8;BCKDHB;TRPS1;L3MBTL3;DIS3L2;KIZ;BDNF;PDE3A;LTBP1;PARD3B;COLGALT2;CDK6;FOXO3;SLC12A2;ETV6;HMGA2	GCST007063	PMID:30593698	0.0
EFO_0004995	1.0	EFO_0004995	measurement	4	Fat-free mass [female]	VAMP8;BCKDHB;TRPS1;L3MBTL3;DIS3L2;KIZ;BDNF;PDE3A;LTBP1;PARD3B;COLGALT2;CDK6;FOXO3;SLC12A2;ETV6;HMGA2	GCST007063_2	PMID:30593698	0.0
EFO_0004995	1.0	EFO_0004995	measurement	4	Fat-free mass [male]	VAMP8;BCKDHB;TRPS1;L3MBTL3;DIS3L2;KIZ;BDNF;PDE3A;LTBP1;PARD3B;COLGALT2;CDK6;FOXO3;SLC12A2;ETV6;HMGA2	GCST007063_3	PMID:30593698	0.0
EFO_0006930	1.0	EFO_0006930	measurement	4	Brain region volumes [Brain stem]	FKBP5;CAMTA1;SLC20A2;DAAM1;NEFM;KLF12;SLC39A8;STK17A;FOXO3	GCST009518	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	4	Brain region volumes [left amygdala]	FKBP5;CAMTA1;SLC20A2;DAAM1;NEFM;KLF12;SLC39A8;STK17A;FOXO3	GCST009518_10	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	4	Brain region volumes [left cerebellum exterior]	FKBP5;CAMTA1;SLC20A2;DAAM1;NEFM;KLF12;SLC39A8;STK17A;FOXO3	GCST009518_14	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	4	Brain region volumes [left isthmus cingulate]	FKBP5;CAMTA1;SLC20A2;DAAM1;NEFM;KLF12;SLC39A8;STK17A;FOXO3	GCST009518_24	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	4	Brain region volumes [X3rd ventricle]	FKBP5;CAMTA1;SLC20A2;DAAM1;NEFM;KLF12;SLC39A8;STK17A;FOXO3	GCST009518_3	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	4	Brain region volumes [left pallidum]	FKBP5;CAMTA1;SLC20A2;DAAM1;NEFM;KLF12;SLC39A8;STK17A;FOXO3	GCST009518_30	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	4	Brain region volumes [left parahippocampal]	FKBP5;CAMTA1;SLC20A2;DAAM1;NEFM;KLF12;SLC39A8;STK17A;FOXO3	GCST009518_31	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	4	Brain region volumes [left putamen]	FKBP5;CAMTA1;SLC20A2;DAAM1;NEFM;KLF12;SLC39A8;STK17A;FOXO3	GCST009518_38	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	4	Brain region volumes [X4th ventricle]	FKBP5;CAMTA1;SLC20A2;DAAM1;NEFM;KLF12;SLC39A8;STK17A;FOXO3	GCST009518_4	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	4	Brain region volumes [right caudate]	FKBP5;CAMTA1;SLC20A2;DAAM1;NEFM;KLF12;SLC39A8;STK17A;FOXO3	GCST009518_48	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	4	Brain region volumes [right cerebellum exterior]	FKBP5;CAMTA1;SLC20A2;DAAM1;NEFM;KLF12;SLC39A8;STK17A;FOXO3	GCST009518_49	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	4	Brain region volumes [cerebellar vermal lobules I V]	FKBP5;CAMTA1;SLC20A2;DAAM1;NEFM;KLF12;SLC39A8;STK17A;FOXO3	GCST009518_5	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	4	Brain region volumes [right cerebellum white matter]	FKBP5;CAMTA1;SLC20A2;DAAM1;NEFM;KLF12;SLC39A8;STK17A;FOXO3	GCST009518_50	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	4	Brain region volumes [right insula]	FKBP5;CAMTA1;SLC20A2;DAAM1;NEFM;KLF12;SLC39A8;STK17A;FOXO3	GCST009518_58	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	4	Brain region volumes [cerebellar vermal lobules VI VII]	FKBP5;CAMTA1;SLC20A2;DAAM1;NEFM;KLF12;SLC39A8;STK17A;FOXO3	GCST009518_6	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	4	Brain region volumes [right pallidum]	FKBP5;CAMTA1;SLC20A2;DAAM1;NEFM;KLF12;SLC39A8;STK17A;FOXO3	GCST009518_66	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	4	Brain region volumes [cerebellar vermal lobules VIII X]	FKBP5;CAMTA1;SLC20A2;DAAM1;NEFM;KLF12;SLC39A8;STK17A;FOXO3	GCST009518_7	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	4	Brain region volumes [right precuneus]	FKBP5;CAMTA1;SLC20A2;DAAM1;NEFM;KLF12;SLC39A8;STK17A;FOXO3	GCST009518_74	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	4	Brain region volumes [right putamen]	FKBP5;CAMTA1;SLC20A2;DAAM1;NEFM;KLF12;SLC39A8;STK17A;FOXO3	GCST009518_75	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	4	Brain region volumes [total brain volume]	FKBP5;CAMTA1;SLC20A2;DAAM1;NEFM;KLF12;SLC39A8;STK17A;FOXO3	GCST009518_82	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	4	Brain region volumes [white matter]	FKBP5;CAMTA1;SLC20A2;DAAM1;NEFM;KLF12;SLC39A8;STK17A;FOXO3	GCST009518_83	PMID:31676860	0.0
EFO_0006930	1.0	EFO_0006930	measurement	4	Brain region volumes [left accumbens area]	FKBP5;CAMTA1;SLC20A2;DAAM1;NEFM;KLF12;SLC39A8;STK17A;FOXO3	GCST009518_9	PMID:31676860	0.0
EFO_0004327	1.0	EFO_0004327	measurement	4	Electrocardiographic traits (multivariate)	ATP1B1;CAMK2D;KLF12;CRIM1;CAV1;NFIA	GCST011010	PMID:32602732	0.0
EFO_0004784, EFO_0008354	1.0	EFO_0004784, EFO_0008354	measurement	4	Cognitive aspects of educational attainment	NEGR1;NOVA1;SYT1;GTDC1;CSRNP3;NREP;GALNT3;BCL11A;SLC39A8;FOXO3	GCST90011875	PMID:33414549	0.0
EFO_0004337, EFO_0004784	1.0	EFO_0004337, EFO_0004784	measurement	4	Cognitive ability (MTAG)	NEGR1;BCL11A;FOXO3;HABP4	GCST005141	PMID:29186694	0.0
EFO_0004533	1.0	EFO_0004533	measurement	4	Serum alkaline phosphatase levels	SERPING1;MACC1;TRIM2;GIPC2;ARHGAP10;GALNT3;KLF12;TMEM64;AIG1;ENPP3;PGF;ST3GAL4	GCST90018942	PMID:34594039	0.0
EFO_0007984	1.0	EFO_0007984	measurement	4	Platelet distribution width	VAMP8;AHI1;DDHD1;RNF145;CD9;TPM1;EPC1;IRS2;ARVCF;TMEM131L;USP30;SDCCAG8;PLCB1;PPP1R3B;ENOX1;ARHGAP42;PRC1;SLC39A8;DCDC1;PDIA5;GRTP1;TMEM17;FAR2;CAV1;LPP;FOXO3;TEC;HABP4;ZNF211;EEFSEC;ST3GAL4	GCST90002401	PMID:32888494	0.0
EFO_0009928	1.0	EFO_0009928	measurement	4	Medication use (diuretics)	ATP2B1;PLCB1;ARHGAP42;BICC1	GCST90018985	PMID:34594039	0.0
EFO_0004695	1.0	EFO_0004695	measurement	4	Intraocular pressure	FERMT2;GMDS;FMNL2;ATP1B1;MGMT;CAV1;RTL10;LPP;COL24A1;ANKH;CTTNBP2	GCST006412	PMID:29785010	0.0
EFO_0008375	1.0	EFO_0008375	measurement	4	Macular thickness	SLC16A1;ELP4;DENND1A;GLCCI1;ARHGAP32;RAD51B	GCST006976	PMID:30535121	0.0
EFO_0004530	1.0	EFO_0004530	measurement	4	Triglycerides	TRPS1;L3MBTL3;MARK1;BDNF;PDE3A;ADGRV1;CITED2;MEGF9;SLC39A8;TNFAIP8;VCAN;NFIA;ETV6;HMGA2	GCST90018975	PMID:34594039	0.0
EFO_0004346, EFO_0010736	1.0	EFO_0004346, EFO_0010736	measurement	4	Cortical surface area (min-P)	INSIG2;DENND1A;DAAM1;FBXL17;ALCAM;CTBP2;MAGI1;SLC39A8;ADAMTS3;VCAN;DPYSL3;EFCAB5;CTTNBP2	GCST010697	PMID:32665545	0.0
EFO_0004346, EFO_0010736	1.0	EFO_0004346, EFO_0010736	measurement	4	Cortical surface area (MOSTest)	INSIG2;DENND1A;DAAM1;FBXL17;ALCAM;CTBP2;MAGI1;SLC39A8;ADAMTS3;VCAN;DPYSL3;EFCAB5;CTTNBP2	GCST010701	PMID:32665545	0.0
EFO_0004345	1.0	EFO_0004345	measurement	4	Corneal curvature	INTS6;MAPRE2;SOX2;ADAMTS3	GCST90012795	PMID:32193507	0.0
EFO_0009924	1.0	EFO_0009924	measurement	4	Medication use (drugs used in diabetes)	FBXW7;CCND1;TLE1	GCST90018981	PMID:34594039	0.0
EFO_0007660	1.0	EFO_0007660	measurement	4	Neuroticism	ASCC3;VPS54;NEGR1;MBD5;MBNL1;XKR6;ARNTL;SCAI;ELAVL2;STAG1;LINGO1;LINGO2;TAOK3;GPC6	GCST007339	PMID:30643256	0.0
EFO_0004302	1.0	EFO_0004302	measurement	4	Height	BCKDHB;L3MBTL3;DIS3L2;LTBP1;COLGALT2;ANKS1A;ETV6;HMGA2	GCST001956	PMID:23563607	0.0
EFO_0007869	1.0	EFO_0007869	measurement	4	Well-being spectrum (multivariate analysis)	ASCC3;EHBP1;VPS54;NEGR1;MBNL1;XKR6;ARNTL;SCAI;ELAVL2;LINGO1;DLGAP1;MMS22L;LINGO2;TAOK3;GPC6;CCDC68;RBMS3;CTTNBP2	GCST007341	PMID:30643256	0.0
EFO_0004568	1.0	EFO_0004568	measurement	4	Non-albumin protein levels	TMEM131L;DERL3;LPP	GCST90019515	PMID:33462484	0.0
EFO_0008006	1.0	EFO_0008006	measurement	4	Youthful appearance (self-reported)	TRPS1;TIPARP;SLC39A8;BNC2;HMGA2;ARL15	GCST011011	PMID:32339537	0.0
EFO_0007006	1.0	EFO_0007006	measurement	4	Depressive symptoms	ASCC3;NEGR1;MBNL1;SCAI;ELAVL2;BCL11A;LINGO1;TAOK3;GPC6;RBMS3;CTTNBP2;PRKD1;NR4A2;LNPK	GCST007340	PMID:30643256	0.0
EFO_0005677	1.0	EFO_0005677	measurement	4	Male puberty timing (age at voice breaking MTAG)	KDM4C;ARNTL;BDNF;CENPE;SOX2;DLGAP1;SATB2	GCST90012088	PMID:32210231	0.0
EFO_0008394	1.0	EFO_0008394	measurement	4	Verbal-numerical reasoning	SYT1;SLC39A8;FOXO3	GCST90011298	PMID:32895543	0.0
EFO_0004346, EFO_0004840	1.0	EFO_0004346, EFO_0004840	measurement	4	Cortical thickness (min-P)	DAAM1;ALCAM;SLC39A8;VCAN;FANCC;SEMA3A	GCST010696	PMID:32665545	0.0
EFO_0004346, EFO_0004840	1.0	EFO_0004346, EFO_0004840	measurement	4	Cortical thickness (MOSTest)	DAAM1;ALCAM;SLC39A8;VCAN;FANCC;SEMA3A	GCST010700	PMID:32665545	0.0
EFO_0006312	1.0	EFO_0006312	measurement	6	Mitochondrial DNA copy number	SLC25A5;CD9;PPP1R3B;FAR2	GCST90026371	PMID:35023831	0.0
EFO_0008375	1.0	EFO_0008375	measurement	6	Macular thickness	SLC16A1;SFRP2;COBL;CGNL1;AEN;LHFPL2;SORL1;FAT1;NAV2;DENND1A;STOX2;MPP7;ARHGAP32;ARHGAP28;GLCCI1;ARHGAP22;RORB;ELP4	GCST006976	PMID:30535121	0.0
EFO_0020865	1.0	EFO_0020865	measurement	6	Ascending aorta minimum area	LRIG1;GNAO1;ELN;AIG1	GCST90093370	PMID:34968759	0.0
EFO_0005677	1.0	EFO_0005677	measurement	6	Male puberty timing (age at voice breaking MTAG)	SOX2;DLGAP1;JADE2;ADARB2;ASIC2;NR5A2	GCST90012088	PMID:32210231	0.0
EFO_0007877	1.0	EFO_0007877	measurement	6	Number of sexual partners	KPNA2;LRP8;BCL11A;PPP1R3B;ASCC3;XYLT1;RUNX1T1	GCST007326	PMID:30643258	0.0
EFO_0004346, EFO_0006930	1.0	EFO_0004346, EFO_0006930	measurement	6	Subcortical volume (min-P)	JPH1;CCDC88C;SEMA6A;TNIK;MBP;CTBP2;FGD4;CTTNBP2;SEMA3A;JADE2;TOX3;NEFM;VCAN;GNA12;SCAI;ROBO1	GCST010698	PMID:32665545	0.0
EFO_0004346, EFO_0006930	1.0	EFO_0004346, EFO_0006930	measurement	6	Subcortical volume (MOSTest)	JPH1;CCDC88C;SEMA6A;TNIK;MBP;CTBP2;FGD4;CTTNBP2;SEMA3A;JADE2;TOX3;NEFM;VCAN;GNA12;SCAI;ROBO1	GCST010702	PMID:32665545	0.0
EFO_0004528	1.0	EFO_0004528	measurement	6	Mean corpuscular hemoglobin concentration	HSPA8;MYC;CCND2;TFRC;KIT;SLC2A1;ANK1;IRS1;SLC25A37;LPL;ARHGAP42;NUDT4;CDH1	GCST90002332	PMID:32888493	0.0
EFO_0004346, EFO_0010736	1.0	EFO_0004346, EFO_0010736	measurement	6	Cortical surface area (min-P)	DPYSL3;ROR1;CTBP2;CTTNBP2;ZNF608;MAGI1;VCAN;RUNX1T1;HECW1;NAV2;DENND1A;DPP4;ITIH5	GCST010697	PMID:32665545	0.0
EFO_0004346, EFO_0010736	1.0	EFO_0004346, EFO_0010736	measurement	6	Cortical surface area (MOSTest)	DPYSL3;ROR1;CTBP2;CTTNBP2;ZNF608;MAGI1;VCAN;RUNX1T1;HECW1;NAV2;DENND1A;DPP4;ITIH5	GCST010701	PMID:32665545	0.0
EFO_0004615	1.0	EFO_0004615	measurement	6	Apolipoprotein B levels	HK1;PPP4R4;RBM47;B4GALNT3;VLDLR;CITED2;PPP1R3B;EHBP1;CMIP;L3MBTL3;PCSK5;TRAM2;PLEC;KCNK17;BNC2;LPL;GLI2;LDAH	GCST010243	PMID:32203549	0.0
EFO_0006525	1.0	EFO_0006525	measurement	6	Cigarettes smoked per day (MTAG)	BCL11A;JADE2;PLCL2	GCST007463	PMID:30643251	0.0
EFO_0004611	1.0	EFO_0004611	measurement	6	LDL cholesterol levels	HK1;MARVELD3;PPP4R4;B4GALNT3;ITPR2;VLDLR;PLPP3;PPP1R3B;L3MBTL3;PCSK5	GCST010245	PMID:32203549	0.0
EFO_0004736	1.0	EFO_0004736	measurement	6	Aspartate aminotransferase levels	DUSP6;BCL11A;TCF7L1;PIK3AP1;SHROOM3;C1GALT1;AKNA;BACH1;L3MBTL3;CTSH;SPRY2;GFOD1	GCST90018944	PMID:34594039	0.0
EFO_0010125	1.0	EFO_0010125	measurement	6	Pre-treatment viral load in HIV-1 infection	CDCA7L;IGSF21;SLC2A1;FUT9;CCBE1;RAP1GAP2;MAGI1;PLD5;CYYR1;SUGCT;VAV2;RNF130;TGFBR2;NTM;KCNIP1	GCST008758	PMID:31219150	0.0
EFO_0009716	1.0	EFO_0009716	measurement	6	Relative age of first facial hair	SOX2;PREX2;TACR3;ADARB2;IRS1;ANXA2;GRB10;SLC24A4	NEALE2_2375		0.0
EFO_0010934	1.0	EFO_0010934	measurement	6	Aspartate aminotransferase to alanine aminotransferase ratio	CCND1;PPP1R3B;SPINT2;PRUNE2;IRS1	GCST90019498	PMID:33462484	0.0
EFO_0004346, EFO_0004464	1.0	EFO_0004346, EFO_0004464	measurement	6	Brain morphology (min-P)	DPYSL3;SFRP2;CCDC88C;LRP8;SEMA6A;ROR1;TNIK;BCL11A;CTBP2;CTTNBP2;SEMA3A;JADE2;TOX3;ZNF608;COL26A1;COL18A1;MAGI1;TCF7L2;VCAN;CRMP1;GNA12;RUNX1T1;ROBO1;HECW1;NAV2;ANKS1A	GCST010699	PMID:32665545	0.0
EFO_0004346, EFO_0004464	1.0	EFO_0004346, EFO_0004464	measurement	6	Brain morphology (MOSTest)	DPYSL3;SFRP2;CCDC88C;LRP8;SEMA6A;ROR1;TNIK;BCL11A;CTBP2;CTTNBP2;SEMA3A;JADE2;TOX3;ZNF608;COL26A1;COL18A1;MAGI1;TCF7L2;VCAN;CRMP1;GNA12;RUNX1T1;ROBO1;HECW1;NAV2;ANKS1A	GCST010703	PMID:32665545	0.0
EFO_0005671	1.0	EFO_0005671	measurement	6	Lifetime smoking index	FZD7;OTX2;CTTNBP2;JADE2;BRINP1;PLCL2;VEPH1	GCST009096	PMID:31689377	0.0
EFO_0004541	1.0	EFO_0004541	measurement	6	Hemoglobin A1c levels	HSPA8;VSNL1;TKT;HK1;ESRP1;TFRC;BCL11A;TXN;TLE1;ST6GAL1;RCL1;CDH3;CITED2;JADE2;CCND1;TCF7L2;CMIP;HDAC9;PTPRJ;FOXN3;GJA1;L3MBTL3;ANK1;SLC22A23;SNTB1;ENPP1;JAZF1;GPR155;ADCY9;CERS6;STEAP2;TFR2;ZFAT;ABCC4;STOM;P2RY1;ARHGAP42;GLI2;IL27RA;TNFAIP8;GRB10;CDH1;AXL	GCST90025974	PMID:34226706	0.0
EFO_0009101	1.0	EFO_0009101	measurement	6	Age at first birth	BCL11A;CALN1;JADE2	GCST90000050	PMID:34211149	0.0
EFO_0004533	1.0	EFO_0004533	measurement	6	Serum alkaline phosphatase levels	MACC1;ST6GAL1;MFGE8;RBPMS;B4GALNT3;SLC1A3;PIP4K2A;CRMP1;ZNRF3;AIG1;CREB3L2;PLEKHH2;LPL;GALNT3;GLI2;TRIM2	GCST90018942	PMID:34594039	0.0
EFO_0010701	1.0	EFO_0010701	measurement	6	Mean reticulocyte volume	HK1;CCND2;HMGA1;MCM4;TFRC;HELLS;PHGDH;SRSF3;BCL11A;TMEM131L;TXN;TLE1;HMGB1;RCL1;PBX1;DLGAP1;RBPMS;TPX2;THG1L;CDH3;CITED2;KIT;SLC2A1;AURKA;NREP;LYN;PTPRJ;PLCL2;GJA1;EPB41L2	GCST90025975	PMID:34226706	0.0
EFO_0004570	1.0	EFO_0004570	measurement	6	Total bilirubin levels	HK1;TFRC;NREP;JAZF1;SLC25A37;AHR;HMGA2;ARHGAP42;GLI2	GCST90018973	PMID:34594039	0.0
EFO_0007878, EFO_0009458	1.0	EFO_0007878, EFO_0009458	measurement	6	Problematic alcohol use (MTAG)	OTX2;PLCH1;SORL1;SYT14;RUNX1T1;GALNT7	GCST010544	PMID:32451486	0.0
EFO_0004527	1.0	EFO_0004527	measurement	6	Mean corpuscular hemoglobin	HK1;MYC;CCND2;MCM4;TFRC;TXN;SOX4;TLE1;HMGB1;RCL1;RBPMS;CDH3;CITED2;KIT;SLC38A5;CCBE1;NREP;MN1;PLCL2;GJA1;EPB41L2;TFR2;ZFAT;CLMP;SLC25A37;CDA;F2R	GCST90018964	PMID:34594039	0.0
EFO_0008111	1.0	EFO_0008111	measurement	6	Salt added to food	HMGB1;RHOBTB1	NEALE2_1478		0.0
EFO_0007985	1.0	EFO_0007985	measurement	6	Plateletcrit	HK1;MYC;AK4;CCND2;NFE2L3;RCL1;RBPMS;ZFP36L1;ITPR2;PHLPP1;PLPP3;KIT;CCBE1;TSPO;QPRT;ETV1;NREP;PLEKHA6;MFSD13A;HDAC9;C2CD2;GNA12;MN1;DNAH3;BHLHE41;EDNRB;ARHGAP23;STON2;SLC5A3;PLAUR;GSE1;EPB41L2;FOXO1;TESC;CABLES1;IRS1;PDIA5;PLEC;PANK1;ABCC4;MSI2;SLC25A37;HMGA2;EEPD1;SVIL;ARHGAP42;SLC45A4;IL27RA;EDNRA;GRB10;YES1;RAB37;SPN;STXBP6;DOCK10;RNF150	GCST90002400	PMID:32888494	0.0
EFO_0010724	1.0	EFO_0010724	measurement	6	Leisure sedentary behaviour (television watching)	SOX2;WWC1;BCL11A;ADCY2;CTBP2;ZNF608;LINGO1;TESC;CACNA2D3;DPP4;GLCCI1;PRKG2;HMGA2;PRIMA1;PDSS2;NTM	GCST010084	PMID:32317632	0.0
EFO_0010724	1.0	EFO_0010724	measurement	6	Leisure sedentary behaviour (computer use)	SOX2;WWC1;BCL11A;ADCY2;CTBP2;ZNF608;LINGO1;TESC;CACNA2D3;DPP4;GLCCI1;PRKG2;HMGA2;PRIMA1;PDSS2;NTM	GCST010085	PMID:32317632	0.0
EFO_0004464	1.0	EFO_0004464	measurement	6	Vertex-wise sulcal depth	SFRP1;DPYSL3;RND3;TRIM24;VCL;LRP8;ROR1;TNIK;BCL11A;NAV1;FMNL2;DAPK1;LAMA1;OTX2;EZR;PKM;B4GALT5;FGFR2;MAPRE2;CTBP2;MTCL1;PLCH1;KDM2B;DUSP16;CTTNBP2;SEMA3A;SHROOM3;TOX3;ZNF608;COL26A1;COL18A1;LAMC3;PIP4K2A;MAGI1;STAT1;ACBD6;TCF7L2;PLEKHA6;VCAN;CRMP1;HDAC9;PLXDC2;MN1;RUNX1T1;ROBO1;HECW1;ARHGAP23;TPM1;NAV2;PPP2R2B;HS6ST1;ANKS1A;L3MBTL3;PCSK5;EPB41L2;RNLS;VEPH1;CAMTA1;DENND1A;ANK3;IRS1;DPP4;TMEM132B;GRIP1;ITIH5;AKAP12;BRSK2;HMGA2;ZNF423;BNC2;F2R;ADAMTS19;PIK3CD;PCSK6;GLI3;FAM13A;APBB2;SLC45A4;SEMA5A;CELF2;RDH10;PDSS2;FRMD4B;GRB10	GCST90095129	PMID:34910505	0.0
EFO_0004345	1.0	EFO_0004345	measurement	6	Corneal curvature	SOX2;MAPRE2;STON2;RNLS;INTS6;HMGA2;ADAMTS7;STXBP6;NHSL1	GCST90012795	PMID:32193507	0.0
EFO_0004842	1.0	EFO_0004842	measurement	6	Eosinophil counts	MYC;CCND2;KPNA2;ST6GAL1;PTTG1;HMGB1;ZFP36L1;CD200;KLRG1;SIK3;IFITM2;CXCL12;PLCL2;FOXO1;IL4R;GLCCI1;ZFAT;ARHGAP26;MSI2;AHR;ANKRD33B;BNC2;PIK3CD;LPL	GCST90002302	PMID:32888493	0.0
EFO_0010700	1.0	EFO_0010700	measurement	6	High light scatter reticulocyte percentage of red cells	HSPA8;HK1;MYC;RND3;CCND2;GEMIN5;TFRC;PLS1;BCL11A;IQGAP2;TMEM131L;TLE1;ST6GAL1;RCL1;PLEKHA4;ITPR2;FGD4;CITED2;KIT;SLC2A1;AP1B1;SEMA4D;CCBE1;SLC1A3;STAT1;PPP1R3B;TCF7L2;FAT1;TPM1;GJA1;L3MBTL3;ANK1;RNLS;GFOD1;IRS1;TSPAN15;MYO1D;SLC25A37;RORB;BNC2;EEPD1;F2R;LPL;ARHGAP42;GLI2;SLC45A4;DTNB;ZHX2;NUDT4;VWA8;TNFAIP8;FLVCR1;CDH1	GCST90002386	PMID:32888494	0.0
EFO_0010700	1.0	EFO_0010700	measurement	6	Immature fraction of reticulocytes	HSPA8;HK1;MYC;RND3;CCND2;GEMIN5;TFRC;PLS1;BCL11A;IQGAP2;TMEM131L;TLE1;ST6GAL1;RCL1;PLEKHA4;ITPR2;FGD4;CITED2;KIT;SLC2A1;AP1B1;SEMA4D;CCBE1;SLC1A3;STAT1;PPP1R3B;TCF7L2;FAT1;TPM1;GJA1;L3MBTL3;ANK1;RNLS;GFOD1;IRS1;TSPAN15;MYO1D;SLC25A37;RORB;BNC2;EEPD1;F2R;LPL;ARHGAP42;GLI2;SLC45A4;DTNB;ZHX2;NUDT4;VWA8;TNFAIP8;FLVCR1;CDH1	GCST90002387	PMID:32888494	0.0
EFO_0010700	1.0	EFO_0010700	measurement	6	Reticulocyte fraction of red cells	HSPA8;HK1;MYC;RND3;CCND2;GEMIN5;TFRC;PLS1;BCL11A;IQGAP2;TMEM131L;TLE1;ST6GAL1;RCL1;PLEKHA4;ITPR2;FGD4;CITED2;KIT;SLC2A1;AP1B1;SEMA4D;CCBE1;SLC1A3;STAT1;PPP1R3B;TCF7L2;FAT1;TPM1;GJA1;L3MBTL3;ANK1;RNLS;GFOD1;IRS1;TSPAN15;MYO1D;SLC25A37;RORB;BNC2;EEPD1;F2R;LPL;ARHGAP42;GLI2;SLC45A4;DTNB;ZHX2;NUDT4;VWA8;TNFAIP8;FLVCR1;CDH1	GCST90002406	PMID:32888494	0.0
EFO_0009749	1.0	EFO_0009749	measurement	6	Age at first sexual intercourse	FZD7;DUSP6;BCL11A;ZNF608;ASCC3;RUNX1T1;CACNA2D3	GCST90000047	PMID:34211149	0.0
EFO_0007778	1.0	EFO_0007778	measurement	6	Urinary albumin-to-creatinine ratio	SHROOM3;WIPF3;GATM;STC1;AHR;LGR4	GCST008790	PMID:31511532	0.0
EFO_0007822	1.0	EFO_0007822	measurement	6	Hair color	FZD7;SOX2;CCND2;DUSP6;TNIK;EZR;LRIG1;ZFP36L1;JADE2;SHROOM3;TOX3;CCND1;PDZRN3;SLC1A3;GCNT2;SLAIN1;PPP1R3B;ETV1;ERRFI1;L3MBTL3;EPB41L2;SLC22A23;DENND1A;JAZF1;ADAMTS12;FREM2;AKAP12;ADAMTS1;MOB3B;BNC2;SERINC5;FRAS1;ARHGAP42	GCST007082	PMID:30595370	0.0
EFO_0004509	1.0	EFO_0004509	measurement	6	Hemoglobin concentration	HK1;MYC;CCND2;TFRC;PHGDH;MFSD2A;PRKAR1B;VLDLR;CITED2;SHROOM3;KIT;TOX3;PPP1R3B;NREP;ZNRF3;GNA12;UGT8;CXCL12;EDNRB;TPM1;PLCL2;L3MBTL3;RNLS;NR5A2	GCST90002314	PMID:32888493	0.0
EFO_0009390	1.0	EFO_0009390	measurement	6	Sum neutrophil eosinophil counts	RBPMS;VLDLR;PLPP3;KIT;PREX2;CHSY1;IFITM2;LYN;CXCL12;PLAUR;JAZF1;GLCCI1	GCST004613	PMID:27863252	0.0
EFO_0004518, EFO_0005208	1.0	EFO_0004518, EFO_0005208	measurement	6	Glomerular filtration rate (creatinine)	SHROOM3;PIP5K1B;GATM;STC1;MANBA	GCST003372	PMID:26831199	0.0
EFO_0007937	1.0	EFO_0007937	measurement	7	Serum total protein level	NREP;ST6GAL1;SLC12A2;PPP1R3B;CARD11	GCST90019522	PMID:33462484	0.0
EFO_0004611	1.0	EFO_0004611	measurement	7	LDL cholesterol levels	PLPP3;MARVELD3;PPP1R3B;L3MBTL3;HK1	GCST010245	PMID:32203549	0.0
EFO_0008394	1.0	EFO_0008394	measurement	7	Verbal-numerical reasoning	FOXN3;CALN1;FOXP1;FOXO3	GCST90011298	PMID:32895543	0.0
EFO_0004570	1.0	EFO_0004570	measurement	7	Total bilirubin levels	STEAP1B;NREP;SLC25A37;HK1	GCST90018973	PMID:34594039	0.0
EFO_0009716	1.0	EFO_0009716	measurement	7	Relative age of first facial hair	SOX2;FOXO3	NEALE2_2375		0.0
EFO_0003923	1.0	EFO_0003923	measurement	7	Total body bone mineral density	CCDC34;SMG6;IQCH;TCF7L1	GCST005348	PMID:29304378	0.0
