term	adj_pval	trait_efos	trait_category	program_name	enrichment	trait_reported	genes	study_id	pmid	-log10(adj_pval)
EFO_0004541	0.9903515893022711	EFO_0004541	measurement	60	0.9434458217708692	Hemoglobin A1c levels	PSMB5;TKT;TXN;HSPA8	GCST90025974	PMID:34226706	0.004210597133270329
EFO_0004570	0.9903515893022711	EFO_0004570	measurement	60	1.5026691287560854	Total bilirubin levels	CHCHD2	GCST90018973	PMID:34594039	0.004210597133270329
EFO_0004574	0.9903515893022711	EFO_0004574	measurement	60	1.2776490776490776	Total cholesterol levels	VIM	GCST90018974	PMID:34594039	0.004210597133270329
EFO_0004584	0.9903515893022711	EFO_0004584	measurement	60	0.665151306424209	Mean platelet volume	PTGES3;CAVIN2	GCST90002349	PMID:32888493	0.004210597133270329
EFO_0004587	0.9903515893022711	EFO_0004587	measurement	60	0.6470177886292292	Lymphocyte counts	CAV1;RTN4	GCST90002320	PMID:32888493	0.004210597133270329
EFO_0004612	0.9903515893022711	EFO_0004612	measurement	60	0.4090716803760282	HDL cholesterol levels	VIM	GCST010242	PMID:32203549	0.004210597133270329
EFO_0004614	0.9903515893022711	EFO_0004614	measurement	60	0.4478075798758911	Apolipoprotein A1 levels	PSMA1	GCST90025955	PMID:34226706	0.004210597133270329
EFO_0004615	0.9903515893022711	EFO_0004615	measurement	60	0.8418207681365576	Apolipoprotein B levels	RCN1	GCST010243	PMID:32203549	0.004210597133270329
EFO_0004617	0.9903515893022711	EFO_0004617	measurement	60	0.7197192306863329	Cystatin C levels	NAP1L1;KRT18;ATP5PO	GCST90025945	PMID:34226706	0.004210597133270329
EFO_0004627	0.9903515893022711	EFO_0004627	measurement	60	0.6547913888359688	Insulin-like growth factor 1 levels	EIF3E;TTC3;ATP5MC2	GCST90025989	PMID:34226706	0.004210597133270329
EFO_0004631	0.9903515893022711	EFO_0004631	measurement	60	1.5026691287560854	Serum 25-Hydroxyvitamin D levels	S100A11	GCST90000618	PMID:32242144	0.004210597133270329
EFO_0004682	0.9903515893022711	EFO_0004682	measurement	60	11.628571428571428	QT interval	CAV1	GCST010919	PMID:29874175	0.004210597133270329
EFO_0004695	0.9903515893022711	EFO_0004695	measurement	60	1.3653687585890977	Intraocular pressure	CAV1	GCST006412	PMID:29785010	0.004210597133270329
EFO_0004696	0.9903515893022711	EFO_0004696	measurement	60	1.8602988953866146	Sex hormone-binding globulin levels	IFITM3;MIF;IPO11;MPC2;TXN;ACTG1;SRSF9;MICOS10	GCST90025958	PMID:34226706	0.004210597133270329
EFO_0004703	0.9903515893022711	EFO_0004703	measurement	60	1.484052911732037	Menarche (age at onset)	PRPF40A;ANXA1;ATP5PO	GCST007078	PMID:30595370	0.004210597133270329
EFO_0004713	0.9903515893022711	EFO_0004713	measurement	60	0.9620201236658189	Lung function (FEV1/FVC)	EMC2;EIF3E;DST;IFITM2	GCST90025978	PMID:34226706	0.004210597133270329
EFO_0004725	0.9903515893022711	EFO_0004725	measurement	60	1.3200708905626939	1-palmitoyl-2-arachidonoyl-gpc (16:0/20:4n6) levels	RAB32	GCST90026052	PMID:33437055	0.004210597133270329
EFO_0004725	0.9903515893022711	EFO_0004725	measurement	60	1.3200708905626939	1-stearoyl-2-arachidonoyl-gpc (18:0/20:4) levels	RAB32	GCST90026060	PMID:33437055	0.004210597133270329
EFO_0004725	0.9903515893022711	EFO_0004725	measurement	60	1.3200708905626939	1-stearoyl-2-linoleoyl-gpc (18:0/18:2) levels	RAB32	GCST90026062	PMID:33437055	0.004210597133270329
EFO_0004725	0.9903515893022711	EFO_0004725	measurement	60	1.3200708905626939	2,3-dihydroxy-2-methylbutyrate levels	RAB32	GCST90026067	PMID:33437055	0.004210597133270329
EFO_0004725	0.9903515893022711	EFO_0004725	measurement	60	1.3200708905626939	Ascorbate (vitamin c) levels	RAB32	GCST90026126	PMID:33437055	0.004210597133270329
EFO_0004725	0.9903515893022711	EFO_0004725	measurement	60	1.3200708905626939	Citramalate levels	RAB32	GCST90026140	PMID:33437055	0.004210597133270329
EFO_0004725	0.9903515893022711	EFO_0004725	measurement	60	1.3200708905626939	Erythritol levels	RAB32	GCST90026156	PMID:33437055	0.004210597133270329
EFO_0004725	0.9903515893022711	EFO_0004725	measurement	60	1.3200708905626939	Hydroxyasparagine levels	RAB32	GCST90026185	PMID:33437055	0.004210597133270329
EFO_0004725	0.9903515893022711	EFO_0004725	measurement	60	1.3200708905626939	Methylmalonate (mma) levels	RAB32	GCST90026200	PMID:33437055	0.004210597133270329
EFO_0004725	0.9903515893022711	EFO_0004725	measurement	60	1.3200708905626939	Myo-inositol levels	RAB32	GCST90026203	PMID:33437055	0.004210597133270329
EFO_0004725	0.9903515893022711	EFO_0004725	measurement	60	1.3200708905626939	N-acetylglucosamine/n-acetylgalactosamine levels	RAB32	GCST90026212	PMID:33437055	0.004210597133270329
EFO_0004725	0.9903515893022711	EFO_0004725	measurement	60	1.3200708905626939	N-acetylhistidine levels	RAB32	GCST90026216	PMID:33437055	0.004210597133270329
EFO_0004725	0.9903515893022711	EFO_0004725	measurement	60	1.3200708905626939	Oxalate (ethanedioate) levels	RAB32	GCST90026243	PMID:33437055	0.004210597133270329
EFO_0004725	0.9903515893022711	EFO_0004725	measurement	60	1.3200708905626939	N,n,n-trimethyl-alanylproline betaine (tmap) levels	RAB32	GCST90026306	PMID:33437055	0.004210597133270329
EFO_0004725	0.9903515893022711	EFO_0004725	measurement	60	1.3200708905626939	Butyrate (4:0) levels	RAB32	GCST90026310	PMID:33437055	0.004210597133270329
EFO_0004725	0.9903515893022711	EFO_0004725	measurement	60	1.3200708905626939	4-chlorobenzoic acid levels	RAB32	GCST90026314	PMID:33437055	0.004210597133270329
EFO_0004730, EFO_0004748	0.9903515893022711	EFO_0004730, EFO_0004748	measurement	60	8.416216216216217	Thyroid hormone levels [TSH]	MICOS10	GCST001856_7	PMID:23408906	0.004210597133270329
EFO_0004735	0.9903515893022711	EFO_0004735	measurement	60	0.812734768666972	Alanine aminotransferase levels	ACTR3	GCST90018943	PMID:34594039	0.004210597133270329
EFO_0004736	0.9903515893022711	EFO_0004736	measurement	60	1.8245988738460452	Aspartate aminotransferase levels	ZNF638;SDCBP;SUMO1	GCST90018944	PMID:34594039	0.004210597133270329
EFO_0004761	0.9903515893022711	EFO_0004761	measurement	60	1.2562347854212417	Serum uric acid levels	HPRT1;TXN	GCST90018977	PMID:34594039	0.004210597133270329
EFO_0004784	0.9903515893022711	EFO_0004784	measurement	60	0.8873719941155931	Educational attainment (years of education)	SNX6;PDIA6;KIF5B;SEC61G;ATP5MC3	GCST006442	PMID:30038396	0.004210597133270329
EFO_0004784, EFO_0008354	0.9903515893022711	EFO_0004784, EFO_0008354	measurement	60	1.1318614389036925	Cognitive aspects of educational attainment	ZNF638	GCST90011875	PMID:33414549	0.004210597133270329
EFO_0004833	0.9903515893022711	EFO_0004833	measurement	60	0.4623367006928651	Neutrophil count	IFITM2	GCST90002355	PMID:32888493	0.004210597133270329
EFO_0004838	0.9903515893022711	EFO_0004838	measurement	60	0.6060243449556426	Calcium levels	PABPC1	GCST90025990	PMID:34226706	0.004210597133270329
EFO_0004840	0.9903515893022711	EFO_0004840	measurement	60	0.7815853478487229	Cortical thickness	PSMA2;KIF5B;NPM1	GCST90091061	PMID:34560273	0.004210597133270329
EFO_0004841	0.9903515893022711	EFO_0004841	measurement	60	18.794594594594596	Digit length ratio (left hand)	OLA1	GCST005749	PMID:29659830	0.004210597133270329
EFO_0004842	0.9903515893022711	EFO_0004842	measurement	60	0.798372701687528	Eosinophil counts	BAX;IFITM2	GCST90002302	PMID:32888493	0.004210597133270329
EFO_0004980	0.9903515893022711	EFO_0004980	measurement	60	0.8465670681140226	Appendicular lean mass	ERGIC2;CAV1;RPL5;COX7A2L;YWHAQ;ZNF638;DST	GCST90000025	PMID:33097823	0.004210597133270329
EFO_0004995	0.9903515893022711	EFO_0004995	measurement	60	1.0803781359835172	Fat-free mass	ZNF638	GCST007063	PMID:30593698	0.004210597133270329
EFO_0004995	0.9903515893022711	EFO_0004995	measurement	60	1.0803781359835172	Fat-free mass [female]	ZNF638	GCST007063_2	PMID:30593698	0.004210597133270329
EFO_0004995	0.9903515893022711	EFO_0004995	measurement	60	1.0803781359835172	Fat-free mass [male]	ZNF638	GCST007063_3	PMID:30593698	0.004210597133270329
EFO_0005055	0.9903515893022711	EFO_0005055	measurement	60	12.458188441794999	QRS duration	CAV1;TKT	GCST007104	PMID:30012220	0.004210597133270329
EFO_0005090	0.9903515893022711	EFO_0005090	measurement	60	1.8890583301563095	Basophil count	RCN1;IFITM2	GCST90002296	PMID:32888493	0.004210597133270329
EFO_0005091	0.9903515893022711	EFO_0005091	measurement	60	0.672205367994285	Monocyte count	TSPO;SDCBP	GCST90002344	PMID:32888493	0.004210597133270329
EFO_0005192	0.9903515893022711	EFO_0005192	measurement	60	0.5096774193548387	Red cell distribution width	HSPA8	GCST90002372	PMID:32888493	0.004210597133270329
EFO_0005677	0.9903515893022711	EFO_0005677	measurement	60	2.453890253890254	Male puberty timing (age at voice breaking MTAG)	PRPF40A	GCST90012088	PMID:32210231	0.004210597133270329
EFO_0005763	0.9903515893022711	EFO_0005763	measurement	60	0.8822181208458486	Pulse pressure	CAV1;ZNF638	GCST90000061	PMID:33230300	0.004210597133270329
EFO_0006312	0.9903515893022711	EFO_0006312	measurement	60	2.5048202842017275	Mitochondrial DNA copy number	SLC25A5	GCST90026371	PMID:35023831	0.004210597133270329
EFO_0006336	0.9903515893022711	EFO_0006336	measurement	60	0.7574811345303148	Diastolic blood pressure	PROCR;NACA	GCST90000059	PMID:33230300	0.004210597133270329
EFO_0006340	0.9903515893022711	EFO_0006340	measurement	60	0.8183931371644683	Mean arterial pressure	YES1	GCST90018963	PMID:34594039	0.004210597133270329
EFO_0006527	0.9903515893022711	EFO_0006527	measurement	60	0.33767747486994953	Smoking initiation (ever regular vs never regular) (MTAG)	SAMD9	GCST007468	PMID:30643251	0.004210597133270329
EFO_0006930	0.9903515893022711	EFO_0006930	measurement	60	1.3200708905626939	Brain region volumes [Brain stem]	ANXA1	GCST009518	PMID:31676860	0.004210597133270329
EFO_0006930	0.9903515893022711	EFO_0006930	measurement	60	1.3200708905626939	Brain region volumes [left amygdala]	ANXA1	GCST009518_10	PMID:31676860	0.004210597133270329
EFO_0006930	0.9903515893022711	EFO_0006930	measurement	60	1.3200708905626939	Brain region volumes [left cerebellum exterior]	ANXA1	GCST009518_14	PMID:31676860	0.004210597133270329
EFO_0006930	0.9903515893022711	EFO_0006930	measurement	60	1.3200708905626939	Brain region volumes [left isthmus cingulate]	ANXA1	GCST009518_24	PMID:31676860	0.004210597133270329
EFO_0006930	0.9903515893022711	EFO_0006930	measurement	60	1.3200708905626939	Brain region volumes [X3rd ventricle]	ANXA1	GCST009518_3	PMID:31676860	0.004210597133270329
EFO_0006930	0.9903515893022711	EFO_0006930	measurement	60	1.3200708905626939	Brain region volumes [left pallidum]	ANXA1	GCST009518_30	PMID:31676860	0.004210597133270329
EFO_0006930	0.9903515893022711	EFO_0006930	measurement	60	1.3200708905626939	Brain region volumes [left parahippocampal]	ANXA1	GCST009518_31	PMID:31676860	0.004210597133270329
EFO_0006930	0.9903515893022711	EFO_0006930	measurement	60	1.3200708905626939	Brain region volumes [left putamen]	ANXA1	GCST009518_38	PMID:31676860	0.004210597133270329
EFO_0006930	0.9903515893022711	EFO_0006930	measurement	60	1.3200708905626939	Brain region volumes [X4th ventricle]	ANXA1	GCST009518_4	PMID:31676860	0.004210597133270329
EFO_0006930	0.9903515893022711	EFO_0006930	measurement	60	1.3200708905626939	Brain region volumes [right caudate]	ANXA1	GCST009518_48	PMID:31676860	0.004210597133270329
EFO_0006930	0.9903515893022711	EFO_0006930	measurement	60	1.3200708905626939	Brain region volumes [right cerebellum exterior]	ANXA1	GCST009518_49	PMID:31676860	0.004210597133270329
EFO_0006930	0.9903515893022711	EFO_0006930	measurement	60	1.3200708905626939	Brain region volumes [cerebellar vermal lobules I V]	ANXA1	GCST009518_5	PMID:31676860	0.004210597133270329
EFO_0006930	0.9903515893022711	EFO_0006930	measurement	60	1.3200708905626939	Brain region volumes [right cerebellum white matter]	ANXA1	GCST009518_50	PMID:31676860	0.004210597133270329
EFO_0006930	0.9903515893022711	EFO_0006930	measurement	60	1.3200708905626939	Brain region volumes [right insula]	ANXA1	GCST009518_58	PMID:31676860	0.004210597133270329
EFO_0006930	0.9903515893022711	EFO_0006930	measurement	60	1.3200708905626939	Brain region volumes [cerebellar vermal lobules VI VII]	ANXA1	GCST009518_6	PMID:31676860	0.004210597133270329
EFO_0006930	0.9903515893022711	EFO_0006930	measurement	60	1.3200708905626939	Brain region volumes [right pallidum]	ANXA1	GCST009518_66	PMID:31676860	0.004210597133270329
EFO_0006930	0.9903515893022711	EFO_0006930	measurement	60	1.3200708905626939	Brain region volumes [cerebellar vermal lobules VIII X]	ANXA1	GCST009518_7	PMID:31676860	0.004210597133270329
EFO_0006930	0.9903515893022711	EFO_0006930	measurement	60	1.3200708905626939	Brain region volumes [right precuneus]	ANXA1	GCST009518_74	PMID:31676860	0.004210597133270329
EFO_0006930	0.9903515893022711	EFO_0006930	measurement	60	1.3200708905626939	Brain region volumes [right putamen]	ANXA1	GCST009518_75	PMID:31676860	0.004210597133270329
EFO_0006930	0.9903515893022711	EFO_0006930	measurement	60	1.3200708905626939	Brain region volumes [total brain volume]	ANXA1	GCST009518_82	PMID:31676860	0.004210597133270329
EFO_0006930	0.9903515893022711	EFO_0006930	measurement	60	1.3200708905626939	Brain region volumes [white matter]	ANXA1	GCST009518_83	PMID:31676860	0.004210597133270329
EFO_0006930	0.9903515893022711	EFO_0006930	measurement	60	1.3200708905626939	Brain region volumes [left accumbens area]	ANXA1	GCST009518_9	PMID:31676860	0.004210597133270329
EFO_0006941	0.9903515893022711	EFO_0006941	measurement	60	1.6032575621979595	Hand grip strength	OLA1	GCST005830	PMID:29691431	0.004210597133270329
EFO_0007788	0.9903515893022711	EFO_0007788	measurement	60	1.0540997949026862	Waist-hip index	ACTR3;ANXA5	GCST90020027	PMID:34021172	0.004210597133270329
EFO_0007789	0.9903515893022711	EFO_0007789	measurement	60	1.4389475526515372	A body shape index	ACTR3;ANXA5	GCST90020024	PMID:34021172	0.004210597133270329
EFO_0007822	0.9903515893022711	EFO_0007822	measurement	60	0.8084217293474767	Hair color	BBIP1;RSL24D1	GCST007082	PMID:30595370	0.004210597133270329
EFO_0007876	0.9903515893022711	EFO_0007876	measurement	60	0.8928564251984327	Insomnia	NDUFA4	GCST007988	PMID:30804565	0.004210597133270329
EFO_0007876	0.9903515893022711	EFO_0007876	measurement	60	0.8928564251984327	Insomnia [Female]	NDUFA4	GCST007988_2	PMID:30804565	0.004210597133270329
EFO_0007876	0.9903515893022711	EFO_0007876	measurement	60	0.8928564251984327	Insomnia [Male]	NDUFA4	GCST007988_3	PMID:30804565	0.004210597133270329
EFO_0007937	0.9903515893022711	EFO_0007937	measurement	60	1.5820879703232644	Serum total protein level	ABRACL	GCST90019522	PMID:33462484	0.004210597133270329
EFO_0007978	0.9903515893022711	EFO_0007978	measurement	60	0.6277202950298418	Red blood cell count	POMP;DST	GCST90002367	PMID:32888493	0.004210597133270329
EFO_0007984	0.9903515893022711	EFO_0007984	measurement	60	0.31558913051450366	Platelet distribution width	CAV1	GCST90002401	PMID:32888494	0.004210597133270329
EFO_0007985	0.9903515893022711	EFO_0007985	measurement	60	0.9826414476377631	Plateletcrit	YES1;VIM;TSPO;BAX;SEPTIN7	GCST90002400	PMID:32888494	0.004210597133270329
EFO_0007986	0.9903515893022711	EFO_0007986	measurement	60	0.8869422902956268	High light scatter reticulocyte count	CAV1;MMADHC;PSMB5;HSPA8	GCST90025970	PMID:34226706	0.004210597133270329
EFO_0007987	0.9903515893022711	EFO_0007987	measurement	60	1.11069871715033	Granulocyte count	IFITM2	GCST004614	PMID:27863252	0.004210597133270329
EFO_0007988	0.9903515893022711	EFO_0007988	measurement	60	0.6404601854558015	White blood cell count	TSPO;IFITM2	GCST90002378	PMID:32888493	0.004210597133270329
EFO_0007989	0.9903515893022711	EFO_0007989	measurement	60	1.3020090625745278	Monocyte percentage of white cells	SDCBP;PPIA;CAV1;TSPO;IFITM2	GCST90002394	PMID:32888494	0.004210597133270329
EFO_0007990	0.9903515893022711	EFO_0007990	measurement	60	0.6745887675594158	Neutrophil percentage of white cells	CAV2;IFITM2	GCST90002399	PMID:32888494	0.004210597133270329
EFO_0007991	0.9903515893022711	EFO_0007991	measurement	60	0.8202426382639403	Eosinophil percentage of white cells	IFITM3;BAX;IFITM2	GCST90002382	PMID:32888494	0.004210597133270329
EFO_0007992	0.9903515893022711	EFO_0007992	measurement	60	1.0516464062315591	Basophil percentage of white cells	SRGN	GCST90002380	PMID:32888494	0.004210597133270329
EFO_0007993	0.9903515893022711	EFO_0007993	measurement	60	0.3738005948532264	Lymphocyte percentage of white cells	IFITM2	GCST90002389	PMID:32888494	0.004210597133270329
EFO_0007994	0.9903515893022711	EFO_0007994	measurement	60	1.6682407969596798	Neutrophil percentage of granulocytes	IFITM3;BAX	GCST004623	PMID:27863252	0.004210597133270329
EFO_0007996	0.9903515893022711	EFO_0007996	measurement	60	1.7410117498065152	Eosinophil percentage of granulocytes	IFITM3;BAX	GCST004617	PMID:27863252	0.004210597133270329
EFO_0007997	0.9903515893022711	EFO_0007997	measurement	60	1.4601211260381528	Granulocyte percentage of myeloid white cells	TSPO;IFITM2	GCST004608	PMID:27863252	0.004210597133270329
EFO_0008328	0.9903515893022711	EFO_0008328	measurement	60	0.5142404877762795	Chronotype	CCDC90B	GCST007576	PMID:30696823	0.004210597133270329
EFO_0008354	0.9903515893022711	EFO_0008354	measurement	60	1.1108420953570544	Cognitive performance (MTAG) [MTAG]	PDIA6;SAMD9;ZNF638;SEC61G	GCST006570	PMID:30038396	0.004210597133270329
EFO_0008390	0.9903515893022711	EFO_0008390	measurement	60	27.154954954954956	Prothrombin time	PROCR	GCST006017	PMID:29403010	0.004210597133270329
EFO_0008393	0.9903515893022711	EFO_0008393	measurement	60	8.38128694100591	Reaction time	OLA1;ZNF638	GCST006268	PMID:29844566	0.004210597133270329
EFO_0009253	0.9903515893022711	EFO_0009253	measurement	60	1.1788717286243209	Immature fraction of reticulocytes	PSMB5;CAV1;PPIA	GCST90025971	PMID:34226706	0.004210597133270329
EFO_0009270	0.9903515893022711	EFO_0009270	measurement	60	0.3632196410535312	Heel bone mineral density	EIF3H;ZNF638	GCST007066	PMID:30595370	0.004210597133270329
EFO_0009388	0.9903515893022711	EFO_0009388	measurement	60	1.1211816467630422	Sum basophil neutrophil counts	IFITM2	GCST004620	PMID:27863252	0.004210597133270329
EFO_0009389	0.9903515893022711	EFO_0009389	measurement	60	1.4819151704397606	Sum eosinophil basophil counts	BAX;IFITM2	GCST004624	PMID:27863252	0.004210597133270329
EFO_0009390	0.9903515893022711	EFO_0009390	measurement	60	1.1211816467630422	Sum neutrophil eosinophil counts	IFITM2	GCST004613	PMID:27863252	0.004210597133270329
EFO_0009716	0.9903515893022711	EFO_0009716	measurement	60	2.3579637890317504	Relative age of first facial hair	OLA1	NEALE2_2375		0.004210597133270329
EFO_0009767	0.9903515893022711	EFO_0009767	measurement	60	7.394103194103194	Glycine levels	GCSH	GCST007638	PMID:30837465	0.004210597133270329
EFO_0009795	0.9903515893022711	EFO_0009795	measurement	60	0.6967299661177212	Serum urea levels	ATP5PO	GCST90025991	PMID:34226706	0.004210597133270329
EFO_0010125	0.9903515893022711	EFO_0010125	measurement	60	2.1868517165814465	Pre-treatment viral load in HIV-1 infection	TMEM230	GCST008758	PMID:31219150	0.004210597133270329
EFO_0010700	0.9903515893022711	EFO_0010700	measurement	60	0.6982026945794063	High light scatter reticulocyte percentage of red cells	CAV1;MMADHC;HSP90AA1;HSPA8	GCST90002386	PMID:32888494	0.004210597133270329
EFO_0010700	0.9903515893022711	EFO_0010700	measurement	60	0.6982026945794063	Immature fraction of reticulocytes	CAV1;MMADHC;HSP90AA1;HSPA8	GCST90002387	PMID:32888494	0.004210597133270329
EFO_0010700	0.9903515893022711	EFO_0010700	measurement	60	0.6982026945794063	Reticulocyte fraction of red cells	CAV1;MMADHC;HSP90AA1;HSPA8	GCST90002406	PMID:32888494	0.004210597133270329
EFO_0010701	0.9903515893022711	EFO_0010701	measurement	60	1.678810641627543	Mean reticulocyte volume	SRP9;MRPL42;TXN;SAMD9;ZNF638;N4BP2L2	GCST90025975	PMID:34226706	0.004210597133270329
EFO_0010736	0.9903515893022711	EFO_0010736	measurement	60	0.411465516739701	Cortical surface area	SAMD9;PSMA2	GCST90091060	PMID:34560273	0.004210597133270329
EFO_0010916	0.9903515893022711	EFO_0010916	measurement	60	18.794594594594596	Interleukin-27 levels	ERGIC2	GCST90012017	PMID:33067605	0.004210597133270329
EFO_0010972	0.9903515893022711	EFO_0010972	measurement	60	0.6967299661177212	Serum phosphate levels	EIF5A	GCST90025948	PMID:34226706	0.004210597133270329
EFO_0600045	0.9903515893022711	EFO_0600045	measurement	60	12.854338549075392	Pancreas volume	YES1	GCST90016669	PMID:34128465	0.004210597133270329
EFO_0008354	0.9906633698573001	EFO_0008354	measurement	45	0.3135895332205531	Cognitive performance (MTAG) [MTAG]	PREX1	GCST006570	PMID:30038396	0.0040738949088820215
EFO_0009270	0.9908091099491209	EFO_0009270	measurement	52	0.309762161448593	Heel bone mineral density	BRI3	GCST007066	PMID:30595370	0.004010008967059446
EFO_0004343	0.9909485218764787	EFO_0004343	measurement	44	0.40830588652416094	Waist-hip ratio	HSD17B12	GCST008996	PMID:30239722	0.003948905802988742
EFO_0004526	0.9909485218764787	EFO_0004526	measurement	44	0.4458948622930672	Mean corpuscular volume	CD164;PTTG1IP	GCST90002338	PMID:32888493	0.003948905802988742
EFO_0004703	0.9909485218764787	EFO_0004703	measurement	44	0.4517434139411347	Menarche (age at onset)	HSD17B12	GCST007078	PMID:30595370	0.003948905802988742
EFO_0007986	0.9909485218764787	EFO_0007986	measurement	44	0.49631833543833026	High light scatter reticulocyte count	ERLEC1;CDH5;FXYD5	GCST90025970	PMID:34226706	0.003948905802988742
EFO_0004587	0.9910509317310046	EFO_0004587	measurement	11	0.31099309383331775	Lymphocyte counts	PTPRC	GCST90002320	PMID:32888493	0.0039040258362746214
EFO_0009270	0.9910509317310046	EFO_0009270	measurement	11	0.41689556637239744	Heel bone mineral density	CAMSAP2;HHAT;TIAM2	GCST007066	PMID:30595370	0.0039040258362746214
EFO_0007825	0.9915168735916968	EFO_0007825	measurement	46	0.4755951027831001	Balding type 1	LTBP1	GCST007038	PMID:30595370	0.003699890590893596
EFO_0009270	0.9918247581391539	EFO_0009270	measurement	44	0.48803666090603703	Heel bone mineral density	CD164;HSP90B1;CD44;PRXL2A	GCST007066	PMID:30595370	0.0035650549589895933
EFO_0004533	0.9918313698617365	EFO_0004533	measurement	28	0.30576375961504687	Serum alkaline phosphatase levels	UBASH3B	GCST90018942	PMID:34594039	0.0035621598658401804
EFO_0004305	0.9921602964800897	EFO_0004305	measurement	46	0.33387085627404456	Red blood cell count	EIF2AK4	GCST90018971	PMID:34594039	0.003418156220024333
EFO_0004348	0.9921602964800897	EFO_0004348	measurement	46	0.34199419989154267	Hematocrit	HDDC2	GCST90002308	PMID:32888493	0.003418156220024333
EFO_0004518	0.9921602964800897	EFO_0004518	measurement	46	0.34478743375870347	Serum creatinine levels	ADK	GCST90018979	PMID:34594039	0.003418156220024333
EFO_0004612	0.9921602964800897	EFO_0004612	measurement	46	0.3025877422734416	HDL cholesterol levels	SLC22A18	GCST010242	PMID:32203549	0.003418156220024333
EFO_0004628	0.9921602964800897	EFO_0004628	measurement	46	0.3770177484130069	Insulin-like growth factor 1 levels	ANK3	GCST011520	PMID:33587031	0.003418156220024333
EFO_0006336	0.9921602964800897	EFO_0006336	measurement	46	0.33124528474429027	Diastolic blood pressure	CFDP1	GCST90000059	PMID:33230300	0.003418156220024333
EFO_0006527	0.9921602964800897	EFO_0006527	measurement	46	0.42092923499997065	Smoking initiation (ever regular vs never regular) (MTAG)	DNAJC1;STK32C	GCST007468	PMID:30643251	0.003418156220024333
EFO_0007978	0.9921602964800897	EFO_0007978	measurement	46	0.4630124289567014	Red blood cell count	HDDC2;EIF2AK4	GCST90002367	PMID:32888493	0.003418156220024333
EFO_0008328	0.9921602964800897	EFO_0008328	measurement	46	0.380393591720461	Chronotype	YWHAZ	GCST007576	PMID:30696823	0.003418156220024333
EFO_0006336	0.9923049102961444	EFO_0006336	measurement	40	0.3016243718331005	Diastolic blood pressure	CENPE	GCST90000059	PMID:33230300	0.003354859587544973
EFO_0004696	0.9923765906329777	EFO_0004696	measurement	56	0.3507201783063852	Sex hormone-binding globulin levels	CAND1;ADAM9	GCST90025958	PMID:34226706	0.0033234889371442844
EFO_0004458	0.9934940088120828	EFO_0004458	measurement	38	0.3185660029417576	C-reactive protein levels	CD33	GCST90025959	PMID:34226706	0.00283474752517546
EFO_0008328	0.993683311810578	EFO_0008328	measurement	18	0.2899182379442683	Chronotype	PHACTR1	GCST007576	PMID:30696823	0.0027520037790087844
EFO_0010736	0.9940445815334644	EFO_0010736	measurement	57	0.28402141439255707	Cortical surface area	NDUFAF2	GCST90091060	PMID:34560273	0.0025941376551985138
EFO_0004314	0.9942032579153018	EFO_0004314	measurement	5	0.46660715993496765	FEV1	MTCL1	GCST007432	PMID:30804560	0.002524818050449666
EFO_0004338	0.9942032579153018	EFO_0004338	measurement	5	0.44047874789013347	Weight	RBMS3;CLCA2	GCST90018949	PMID:34594039	0.002524818050449666
EFO_0004340	0.9942032579153018	EFO_0004340	measurement	5	0.3622257891920813	Body mass index	BBX;SYT3	GCST009004	PMID:30239722	0.002524818050449666
EFO_0004464	0.9942032579153018	EFO_0004464	measurement	5	0.5412348961795644	Vertex-wise sulcal depth	ZFP36L2;STAT1;SAMD9;MTCL1;MAP2	GCST90095129	PMID:34910505	0.002524818050449666
EFO_0004784	0.9942032579153018	EFO_0004784	measurement	5	0.40773961538621256	Educational attainment (years of education)	SHISA5;BBX;PPP1R21	GCST006442	PMID:30038396	0.002524818050449666
EFO_0006336	0.9942032579153018	EFO_0006336	measurement	5	0.3339735267229525	Diastolic blood pressure	ERAP2	GCST90000059	PMID:33230300	0.002524818050449666
EFO_0007629	0.9942032579153018	EFO_0007629	measurement	5	0.4450092843444644	Hemoglobin A1c levels	IRF1	GCST90018958	PMID:34594039	0.002524818050449666
EFO_0007984	0.9942032579153018	EFO_0007984	measurement	5	0.3965847563515202	Platelet distribution width	CCND3;HEATR6	GCST90002401	PMID:32888494	0.002524818050449666
EFO_0008328	0.9942032579153018	EFO_0008328	measurement	5	0.38352639482905493	Chronotype	PCGF5	GCST007576	PMID:30696823	0.002524818050449666
EFO_0009270	0.9944671916714087	EFO_0009270	measurement	49	0.2791579281645507	Heel bone mineral density	HSP90B1	GCST007066	PMID:30595370	0.0024095400519637375
EFO_0004628	0.9948781044651651	EFO_0004628	measurement	33	0.4295477979083812	Insulin-like growth factor 1 levels	HMGA2	GCST011520	PMID:33587031	0.002230127094588847
EFO_0004833	0.9948781044651651	EFO_0004833	measurement	33	0.38964694528590194	Neutrophil count	SPC25	GCST90002355	PMID:32888493	0.002230127094588847
EFO_0007984	0.9948781044651651	EFO_0007984	measurement	33	0.4486347534405467	Platelet distribution width	PRC1;SPC25	GCST90002401	PMID:32888494	0.002230127094588847
EFO_0009270	0.9948781044651651	EFO_0009270	measurement	33	0.43265531482585745	Heel bone mineral density	KLF6;PCNT;FAM111A	GCST007066	PMID:30595370	0.002230127094588847
